Value,ar,ca,cs,da,de,el,en,en_AU,en_GB,es,es_419,fi,fr,fr_CA,he,hi,hr,hu,id,it,ja,ko,ms,nl,no,pl,pt,pt_PT,ro,ru,sk,sv,th,tr,uk,vi,zh_CN,zh_HK,zh_TW
59834,وجه مبتسم,Cara somrient,Smajlík,Smilende ansigt,Lächelndes Gesicht,Πρόσωπο φατσούλας,Smiley Face,Smiley Face,Smiley Face,Cara sonriente,Cara sonriente,Hymiö,Smiley,Visage souriant,פרצוף מחייך,मुस्कराता चेहरा,Nasmiješeno lice,Mosolygó arc,Wajah Smiley,Faccina,笑顔,웃는 얼굴,Muka Senyum,Smiley,Smilefjes,Uśmiechnięta buźka,Rosto Sorridente,Cara sorridente,Față zâmbitoare,Смайлик,Smajlík,Smileyansikte,ใบหน้ายิ้ม,Gülen Yüz,Смайлик,Mặt cười,笑脸,笑臉符號,笑臉符號
61589,علامة X في مربع,X en un quadrat,Písmeno X ve čtverci,X i kvadrat,X in einem Quadrat,X σε τετράγωνο,X In Square,X In Square,X In Square,X en un cuadrado,X dentro de un cuadrado,Rasti ruudussa,X dans un carré,X encadré,‏X בתוך ריבוע,वर्ग में X,X u kvadratu,Négyzetben lévő X,X Dalam Persegi,X in quadrato,四角の中にX,사각형 안에 있는 엑스 표시,X dalam Segi Empat Sama,X in vierkant,X i kvadrat,X w kwadracie,X no Quadrado,X num quadrado,X în pătrat,X в квадрате,X v štvorci,X i ruta,กากบาทในสี่เหลี่ยมจัตุรัส,Kare İçinde X,X у квадраті,X trong hình vuông,X形状在矩形内,正方形中的X,正方形中的X
59725,مستند,Document,Dokument,Dokument,Dokument,Έγγραφο,Document,Document,Document,Documento,Documento,Dokumentti,Document,Document,מסמך,दस्तावेज़,Dokument,Dokumentum,Dokumen,Documento,書類,문서,Dokumen,Document,Dokument,Dokument,Documento,Documento,Document,Документ,Dokument,Dokument,เอกสาร,Belge,Документ,Tài liệu,文稿,文件,文件
59395,علامة دولار يتوسطها خط,Símbol de dòlar amb línia,Značka dolaru s čárou,Dollartegn med streg,Dollarzeichen mit Linie,Σύμβολο δολαρίου με γραμμή,Dollar Sign With Line,Dollar Sign with Line,Dollar Sign With Line,Símbolo del dólar con una raya,Signo de dólares con línea,Dollarimerkki ja viiva,Signe Dollar avec une ligne,Symbole du dollar,סימן דולר עם קו,लाइन के साथ डॉलर का चिह्न,Znak dolara s crtom,Dollárjel vonallal,Tanda Dolar Dengan Garis,Simbolo del dollaro con stanghetta,ドル記号（線入り）,선이 있는 달러 기호,Tanda Dolar Dengan Garisan,Dollarteken met streep,Dollartegn med strek,Znak dolara z kreską,Símbolo de Dólar Com Linha,Símbolo de dólar com linha,Simbol pentru dolar cu linie,Знак доллара с чертой,Znak dolára s čiarou,Dollartecken med linje,สัญลักษณ์เงินดอลลาร์ที่มีเส้นลากผ่าน,Çizgili Dolar İşareti,Знак долара з лінією,Ký hiệu đô la với đường kẻ,带线条的美元符号,帶線條的錢幣符號,帶線條的錢幣符號
59448,علامة يورو,Símbol d’euro,Značka eura,Eurotegn,Eurozeichen,Σύμβολο ευρώ,Euro Sign,Euro Sign,Euro Sign,Símbolo de euro,Signo de euros,Euron merkki,Signe Euro,Symbole de l’euro,סימן אירו,यूरो का चिह्न,Znak eura,Eurójel,Tanda Euro,Simbolo dell'euro,ユーロ記号,유로 기호,Tanda Euro,Euroteken,Eurotegn,Symbol euro,Símbolo de Euro,Símbolo do euro,Simbol pentru euro,Знак евро,Znak eura,Eurotecken,สัญลักษณ์เงินยูโร,Avro İşareti,Знак євро,Ký hiệu euro,欧元符号,歐元符號,歐元符號
59512,رمز جنيه,Símbol de lliura,Značka libry,Pundtegn,Pfundzeichen,Σύμβολο λίρας στερλίνας,Pound Sign,Pound Sign,Pound Sign,Símbolo de libra,Símbolo de libras,Punnan merkki,Symbole de la livre,Symbole de la livre,סימן לירה סטרלינג,पाउंड का चिह्न,Znak funte,Fontjel,Tanda Pound,Simbolo della sterlina,ポンド記号,우물 정자 기호,Tanda Paun,Pondteken,Pundsymbol,Znak funta,Símbolo de Libra,Símbolo da libra,Simbol pentru lira sterlină,Знак фунта,Znak libry,Pundtecken,สัญลักษณ์เงินปอนด์,Sterlin İşareti,Знак фунта стерлінгів,Ký hiệu bảng,英镑符号,英鎊符號,英鎊符號
59514,علامة ين,Símbol de ien,Značka jenu,Yentegn,Yen-Zeichen,Σύμβολο γιεν,Yen Sign,Yen Sign,Yen Sign,Símbolo de yen,Signo de yenes,Jenin merkki,Signe du Yen,Symbole du yen,סימן ין,येन चिह्न,Znak jena,Jen jel,Tanda Yen,Simbolo dello yen,円記号,엔 기호,Tanda Yen,Yenteken,Yen-tegn,Znak jena,Símbolo de Iene,Símbolo do iene,Simbol pentru yen,Знак иены,Znak jenu,Yentecken,สัญลักษณ์เงินเยน,Yen İşareti,Знак єни,Ký hiệu yên,人民币符号,日圓符號,日圓符號
59515,رمز Bitcoin,Símbol de bitcoin,Symbol bitcoinu,Symbol for bitcoin,Bitcoin-Symbol,Σύμβολο Bitcoin,Bitcoin Symbol,Bitcoin Symbol,Bitcoin Symbol,Símbolo de bitcoin,Símbolo de Bitcoin,Bitcoin-symboli,Symbole Bitcoin,Symbole du bitcoin,סמל ביטקוין,बिटक्वाइन चिह्न,Simbol bitcoina,Bitcoin szimbólum,Simbol Bitcoin,Simbolo del Bitcoin,ビットコイン記号,비트코인 기호,Simbol Bitcoin,Bitcoin-symbool,Bitcoin-symbol,Symbol bitcoina,Símbolo de Bitcoin,Símbolo de Bitcoin,Simbol bitcoin,Знак биткоина,Symbol bitkoinu,Bitcoin-symbol,สัญลักษณ์บิตคอยน์,Bitcoin Sembolü,Символ Bitcoin,Biểu tượng Bitcoin,比特币符号,比特幣符號,比特幣符號
59709,حرف X داخل دائرة,X encerclada,X v kroužku,X i cirkel,X in Kreis,X σε κύκλο,Circled X,Circled X,Circled X,X en un círculo,X en círculo,Rasti ympyrässä,X cerclé,X encerclé,‏X מוקפת בעיגול,वृत्त के अंदर X,X u krugu,Bekarikázott X,X Dilingkari,Icona circolare con simbolo X,×記号（丸）,동그라미 속 X,X Dibulatkan,X in cirkel,X i sirkel,Litera X w kółku,X em Círculo,X num círculo,X încercuit,Знак X в кружке,X v krúžku,X i cirkel,วงกลมล้อมรอบตัวอักษร X,Daire İçinde X,X у колі,X trong hình tròn,带圆圈的叉叉,圓圈X,圓圈X
59656,علامة نجمية,Asterisc,Hvězdička,Stjerne,Asterisk,Αστερίσκος,Asterisk,Asterisk,Asterisk,Asterisco,Asterisco,Tähtimerkki,Astérisque,Astérisque,כוכבית,तारांकन,Zvjezdica,Csillag,Tanda Bintang,Asterisco,アスタリスク,별표,Asterisk,Asterisk,Asterisk,Gwiazdka,Asterisco,Asterisco,Asterisc,Звездочка,Hviezdička,Asterisk,เครื่องหมายดอกจัน,Yıldız İşareti,Зірочка,Dấu hoa thị,星号,星號,星號
59727,مستند بلا تعبئة,Contorn del document,Obrys dokumentu,Dokumentdisposition,Dokumentgliederung,Περίγραμμα εγγράφου,Document Outline,Document Outline,Document Outline,Contorno de documento,Contorno de documento,Dokumentin ääriviivat,Contour de document,Contour de document,מתאר מסמך,दस्तावेज़ आउटलाइन,Izgled dokumenta,Dokumentum körvonala,Kerangka Dokumen,Struttura di un documento,書類（アウトライン）,문서 윤곽,Garis Kasar Dokumen,Omtrek document,Kontur av dokument,Konspekt dokumentu,Contorno do Documento,Esboço do documento,Contur document,Контур документа,Obrys dokumentu,Dokumentkontur,เค้าโครงเอกสาร,Belge Anahattı,Обрис документа,Đường viền tài liệu,文稿（轮廓）,文件外框,文件外框
59791,مقالة أخبار,Article de diari,Novinový článek,Avisartikel,News-Artikel,Ειδησεογραφικό άρθρο,News Article,News Article,News Article,Artículo periodístico,Artículo de noticias,Uutisartikkeli,Article d’actualité,Articles d’actualité,מאמר חדשות,समाचार आलेख,Vijest,Hírek,Artikel Berita,Articolo di giornale,ニュース記事,뉴스 기사,Artikel Berita,Nieuwsartikel,Nyhetsartikkel,Artykuł,Artigo de Notícia,Artigo de notícias,Articol de știri,Новостная статья,Novinový článok,Nyhetsartikel,บทความเกี่ยวกับข่าว,Haber Makalesi,Стаття News,Bài viết mới,新闻文章,新聞文章,新聞文章
59739,أربعة مربعات,Quatre quadrats,Čtyři čtverečky,Fire kvadrater,Vier Quadrate,Τέσσερα τετράγωνα,Four Squares,Four Squares,Four Squares,Cuatro cuadrados,Cuatro esquinas,Neljä neliötä,Quatre carrés,Quatre carrés,ארבעה ריבועים,चार वर्ग,Četiri kvadrata,Négy négyzet,Empat Persegi,Quattro quadrati,4つの正方形,정사각형 4개,Empat Segi Empat Sama,Vier vierkanten,Fire kvadrater,Cztery kwadraty,Quatro Quadrados,Quatro quadrados,Patru pătrate,Четыре квадрата,Štyri štvorce,Fyra kvadrater,สี่เหลี่ยมสี่อัน,Dört Kare,Чотири квадрати,Bốn hình vuông,四个方块,四個方形,四個方形
59392,علامة الحذف,Punts suspensius,Trojtečka,Ellipse,Ellipse,Αποσιωπητικά,Ellipsis,Ellipsis,Ellipsis,Puntos suspensivos,Puntos suspensivos,Ellipsi,Points de suspension,Points de suspension,שלוש נקודות,एलिप्सिस,Trotočje,Három pont,Elipsis,Punti di sospensione,省略記号,생략 부호,Elipsis,Beletselteken,Ellipse,Wielokropek,Reticências,Elipse,Puncte de suspensie,Многоточие,Trojbodka,Ellips,จุดไข่ปลาสามจุด,Üç Nokta,Трикрапка,Dấu chấm lửng,省略号,省略號,刪節號
59445,قائمة,Llista,Seznam,Liste,Liste,Λίστα,List,List,List,Lista,Lista,Lista,Liste,Liste,‏רשימה,सूची,Popis,Lista,Daftar,Elenco,リスト,목록,Senarai,Lijst,Liste,Lista,Lista,Lista,Listă,Список,Zoznam,Lista,ลิสต์,Liste,Список,Danh sách,列表,列表,列表
61587,قائمة اختيار,Llista de comprovació,Seznam úkolů,Tjekliste,Checkliste,Λίστα ελέγχου,Checklist,Checklist,Checklist,Lista de comprobación,Lista de control,Tarkistuslista,Liste de pointage,Liste à cocher,רשימה לביצוע,जाँचसूची,Popis za provjeru,Ellenőrzőlista,Daftar Centang,Elenco di controllo,チェックリスト,체크리스트,Senarai Semak,Checklist,Sjekkliste,Lista kontrolna,Checklist,Lista,Listă de control,Контрольный список,Kontrolný zoznam,Checklista,เช็คลิสต์,Denetim Listesi,Перелік,Danh sách kiểm tra,核对清单,清單,檢查表
59405,اثناء عشر مربعًا,Dotze quadrats,Dvanáct čtverečků,Tolv kvadrater,Zwölf Quadrate,Δώδεκα τετράγωνα,Twelve Squares,Twelve Squares,Twelve Squares,Doce cuadrados,Doce esquinas,Kaksitoista neliötä,Douze carrés,Douze carrés,שנים עשר ריבועים,बारह वर्ग,Dvanaest kvadrata,Tizenkét négyzet,Dua Belas Persegi,Dodici quadrati,12個の正方形,정사각형 12개,Dua Belas Segi Empat Sama,Twaalf vierkanten,Tolv kvadrater,Dwanaście kwadratów,Doze Quadrados,Doze quadrados,Douăsprezece pătrate,Двенадцать квадратов,Dvanásť štvorcov,Tolv kvadrater,สี่เหลี่ยมสิบสองอัน,On İki Kare,Дванадцять квадратів,Mười hai hình vuông,十二个方块,十二個正方形,十二個方形
59758,ما لا نهاية,Infinit,Nekonečno,Uendelig,Unendlich,Άπειρο,Infinity,Infinity,Infinity,Infinito,Infinito,Ääretön,Infini,Infini,אינסוף,अनंत,Beskonačno,Végtelen,Tidak Terbatas,Infinito,無限大,무한대,Infiniti,Oneindig,Uendelig,Nieskończoność,Infinito,Infinito,Infinit,Бесконечность,Nekonečno,Oändlighet,อนันต์,Sonsuzluk,Нескінченність,Vô cực,无穷大,無限,無限
59820,إعادة تدوير,Reciclatge,Recyklace,Genbrug,Recyceln,Ανακύκλωση,Recycle,Recycle,Recycle,Icono de reciclaje,Reciclar,Kierrätys,Recyclage,Recyclage,מיחזור,रीसाइकल,Recikliranje,Újrahasznosítás,Daur Ulang,Riciclaggio,リサイクル,재활용,Kitar Semula,Recyclen,Resirkuler,Recykling,Reciclável,Reciclagem,Reciclare,Переработка отходов,Recyklácia,Återvinning,รีไซเคิล,Geri Dönüşüm,Переробка,Tái chế,回收,回收,回收
59767,مؤشر تحميل,Indicador de càrrega,Indikátor načítání,Indlæsningsindikator,Ladesymbol,Ένδειξη φόρτωσης,Loading Indicator,Loading Indicator,Loading Indicator,Indicador de carga,Indicador de carga,Latauksen osoitin,Indicateur de chargement,Indicateur de chargement,מחוון טעינה,लोडिंग सूचक,Indikator učitavanja,Betöltésjelző,Indikator Memuat,Indicatore di caricamento,読み込みインジケータ,로딩 표시기,Penunjuk Pemuatan,Aanduiding voor laden,Innlastingsindikator,Wskaźnik ładowania,Indicador de Carregamento,Indicador de carregamento,Indicator de încărcare,Индикатор загрузки,Indikátor načítavania,Inläsningsindikator,ตัวแสดงสถานะการโหลด,Yükleme Göstergesi,Індикатор завантаження,Chỉ báo đang tải,正在加载指示符号,正在載入指示器,正在載入指示器
59849,هدف,Destinació,Terč,Mål,Ziel,Στόχος,Target,Target,Target,Diana,Objetivo,Kohde,Cible,Cible,יעד,लक्ष्य,Odredište,Céltábla,Target,Bersaglio,的,대상,Sasaran,Doel,Mål,Cel,Alvo,Alvo,Țintă,Мишень,Cieľ,Mål,เป้าหมาย,Hedef,Мішень,Đích,靶子,目標,目標
59816,بودكاست,Podcasts,Podcasty,Podcasts,Podcasts,Podcasts,Podcasts,Podcasts,Podcasts,Podcasts,Podcasts,Podcastit,Podcasts,Balados,פודקאסטים,पॉडकास्ट,Podcasti,Podcastok,Podcast,Podcast,Podcast,팟캐스트,Podcast,Podcasts,Podkaster,Podcasty,Podcasts,Podcasts,Podcasturi,Подкасты,Podkasty,Podcaster,พ็อดคาสท์,Podcast’ler,Подкасти,Podcast,播客,Podcast,Podcast
59768,سهم موقع,Fletxa d’ubicació,Šipka označující místo,Lokalitetspil,Richtungspfeil,Βέλος τοποθεσίας,Location Arrow,Location Arrow,Location Arrow,Flecha de ubicación,Flecha de ubicación,Sijainnin nuoli,Flèche de lieu,Flèche de position,חץ מיקום,स्थान तीर,Strelica lokacije,Helyzetjelölő nyíl,Panah Lokasi,Freccia di localizzazione,場所の矢印,위치 화살표,Anak Panah Lokasi,Locatiepijl,Stedspil,Strzałka miejsca,Seta de Localização,Seta de localização,Săgeată localizare,Указатель местоположения,Šípka označujúca miesto,Platspil,ลูกศรแสดงตำแหน่งที่ตั้ง,Konum Oku,Стрілка геопозиції,Mũi tên vị trí,定位箭头,位置箭嘴,位置箭頭
59769,دبوس موقع,Xinxeta d’ubicació,Špendlík označující místo,Lokalitetsknappenål,Positionsnadel,Πινέζα τοποθεσίας,Location Pin,Location Pin,Location Pin,Marcador de ubicación,Marcador de ubicación,Sijaintimerkki,Repère,Repère,סיכת מיקום,स्थान का पिन,Lokacijska pribadača,Helyzetjelölő gombostű,Pin Lokasi,Contrassegno di posizione,位置ピン,위치 핀,Pin Lokasi,Locatiespeld,Kartnål,Pinezka oznaczająca miejsce,Alfinete de Localização,Marcador de localização,Reper localizare,Точка на карте,Značka polohy,Platskartnål,หมุดปักระบุตำแหน่ง,Konum İğnesi,Маркер місця,Mốc vị trí,定位大头针,定位標記,定位標記
59795,رمز موقف سيارات,Símbol d’aparcament,Symbol parkování,Parkeringssymbol,Parken-Symbol,Σύμβολο στάθμευσης,Parking Symbol,Parking Symbol,Parking Symbol,Símbolo de aparcamiento,Símbolo de estacionamiento,Pysäköintisymboli,Symbole Parking,Symbole de stationnement,סמל חניה,पार्किंग का चिह्न,Simbol za parkiranje,Parkolási szimbólum,Simbol Parkir,Simbolo del parcheggio,駐車記号,주차 표시,Simbol Parkir,Parkeersymbool,Parkeringssymbol,Znak parkingu,Símbolo de Estacionamento,Símbolo de estacionamento,Simbol pentru parcare,Знак парковки,Symbol parkoviska,Parkeringssymbol,สัญลักษณ์จอดรถ,Park Sembolü,Символ паркування,Biểu tượng đỗ xe,停车场符号,停車符號,停車符號
59720,اقتصاص,Retallar,Ořez,Beskær,Zuschneiden,Περικοπή,Crop,Crop,Crop,Icono de recortar,Recortar,Rajaa,Recadrer,Recadrage,חיתוך,क्रॉप करें,Izreži,Körbevágás,Potong,Simbolo del ritaglio,切り取り,자르기,Pangkas,Bijsnijden,Beskjær,Przytnij,Símbolo de Recortar,Símbolo de recortar,Decupare,Обрезка,Orez,Beskärning,ครอบตัด,Kırp,Кадрувати,Cắt xén,裁剪,裁剪,裁切
59830,أسهم تصغير,Fletxes de contraure,Šipky zmenšení,Pile til formindskelse,Verkleinerungspfeile,Βέλη συρρίκνωσης,Shrink Arrows,Shrink Arrows,Shrink Arrows,Flechas de reducción,Flechas de reducción,Kutistusnuolet,Flèches de rétrécissement,Flèches de réduction,חצי כיווץ,श्रिंक तीर,Strelice za smanjenje,Zsugorítást jelző nyilak,Panah Menciut,Frecce di restringimento,縮小の矢印,축소 화살표,Anak Panah Kecilkan,Pijlen voor krimpen,Krympepiler,Strzałki zmniejszania,Setas de Encolhimento,Setas de encolhimento,Săgeți de micșorare,"Стрелки, обозначающие уменьшение",Šípky zmenšenia,Krympningspilar,ลูกศรหด,Sıkıştırma Eylemi Okları,Стрілки стискання,Mũi tên thu nhỏ,缩小箭头,縮小箭嘴,縮小箭頭
59786,أسهم نقل,Traslladar fletxes,Šipky přesunu,Flyttepile,Bewegungspfeile,Βέλη μετακίνησης,Move Arrows,Move Arrows,Move Arrows,Flechas de desplazamiento,Flechas de movimiento,Siirrä-nuolet,Flèches de déplacement,Flèches de déplacement,חצי העברה,मूव तीर,Strelice za premještanje,Mozgást jelző nyilak,Panah Pindahkan,Frecce di spostamento,移動の矢印,이동 화살표,Anak Panah Peralihan,Pijlen voor verplaatsen,Bevegelsespiler,Strzałki ruchu,Setas de Movimento,Setas de movimento,Săgeți de mutare,"Стрелки, обозначающие перемещение",Šípky presunu,Flyttpilar,ลูกศรย้าย,Taşıma Eylemi Okları,Стрілки переміщення,Mũi tên di chuyển,移动箭头,移動箭嘴,搬移箭頭
59821,أسهم إعادة نشر,Fletxes de tornar a publicar,Šipky přeposlání,Pile til nyt indlæg,Aktualisierungspfeile,Βέλη επανάληψης ανάρτησης,Repost Arrows,Repost Arrows,Repost Arrows,Flechas de volver a publicar,Flechas de republicación,Julkaise uudelleen -nuolet,Flèches de republication,Flèches de rediffusion,חצי פרסום חוזר,रीपोस्ट तीर,Strelice ponovnog objavljivanja,Ismételt közzétételt jelző nyilak,Panah Posting Ulang,Frecce di pubblicazione,再投稿の矢印,리포스트 화살표,Anak Panah Siar Semula,Pijlen voor opnieuw posten,Publiser på nytt-piler,Strzałki ponownego wysłania wpisu,Setas de Republicação,Setas de republicação,Săgeți repostare,"Стрелки, обозначающие репост",Šípky preposlania,Återpostpilar,ลูกศรโพสต์ซ้ำ,Yeniden Gönderme Eylemi Okları,Стрілки репосту,Mũi tên đăng lại,转发箭头,重新發佈箭嘴,重新發佈箭頭
59846,أسهم مزامنة,Fletxes de sincronització,Šipky synchronizace,Synkroniseringspile,Synchronisierungspfeile,Βέλη συγχρονισμού,Sync Arrows,Sync Arrows,Sync Arrows,Flechas de sincronización,Flechas de sincronización,Synkronointinuolet,Flèches de synchronisation,Flèches de synchronisation,חצי סנכרון,तीर सिंक करें,Strelice sinkroniziranja,Szinkronizálást jelző nyilak,Panah Selaraskan,Frecce di sincronizzazione,同期の矢印,동기화 화살표,Anak Panah Penyelarasan,Pijlen voor synchroniseren,Synkroniseringspiler,Strzałki synchronizacji,Setas de Sincronização,Setas de sincronização,Săgeți de sincronizare,"Стрелки, обозначающие синхронизацию",Šípky synchronizácie,Synkningspilar,ลูกศรเชื่อมข้อมูล,Eşzamanlama Eylemi Okları,Стрілки синхронізації,Mũi tên đồng bộ hóa,同步箭头,同步箭嘴,同步箭頭
59832,أسهم تشغيل عشوائي,Fletxes d’ordre aleatori,Šipky zamíchání,Pile til blanding,Pfeilsymbol für Zufällige Wiedergabe,Βέλη τυχαίας σειράς,Shuffle Arrows,Shuffle Arrows,Shuffle Arrows,Flechas de orden aleatorio,Flechas de orden aleatorio,Sekoitusnuolet,Flèches d’ordre aléatoire,Flèches de lecture aléatoire,חצי סדר אקראי,शफ़ल करें का संकेत करते तीर,Strelice slučajnog slijeda,Keverést jelző nyilak,Panah Acak,Frecce della riproduzione casuale,シャッフルの矢印,임의 재생 화살표,Anak Panah Rombak,Pijlen voor shuffle,Blandepiler,Strzałki mieszania,Setas de Aleatório,Setas de modo aleatório,Săgeți mod aleatoriu,"Стрелки, обозначающие перемешивание",Šípky zamiešania,Blandningspilar,ลูกศรสุ่ม,Karıştırma Eylemi Okları,Стрілки тасування,Mũi tên xáo trộn,随机播放箭头,隨機播放箭嘴,隨機播放箭頭
59833,أشرطة تمرير,Reguladors,Jezdce,Mærker,Regler,Ρυθμιστικά,Sliders,Sliders,Sliders,Reguladores,Indicadores,Liukusäätimet,Curseurs,Boutons d’ajustement,מחוונים,स्लाइडर्स,Kliznici,Csúszkák,Penggeser,Cursori,スライダ,슬라이더,Gelangsar,Schuifbalken,Skyveknapper,Suwaki,Controles Deslizantes,Niveladores,Glisoare,Бегунки,Posuvníky,Reglage,แถบเลื่อน,Sürgüler,Бігунці,Thanh trượt,滑块,滑桿,滑桿
61583,تخطيط فقاعة اقتباس,Contorn de la bafarada de cita,Obrys citační bubliny,Kontur af taleboble,Sprechblase (Umrahmung),Φούσκα παράθεσης σε περίγραμμα,Quote Bubble Outline,Quote Bubble Outline,Quote Bubble Outline,Contorno de bocadillo de texto,Contorno de globo de diálogo,Puhekuplan ääriviivat,Contours de bulle de citation,Contour d’une bulle de citation,קווי מתאר של בועת ציטוט,उद्धरण बबल आउटलाइन,Obrub oblaka za citiranje,Idézetbuborék körvonala,Kerangka Gelembung Kutipan,Sagoma fumetto di citazione,吹き出し（アウトライン）,인용 풍선 윤곽,Rangka Kasar Gelembung Petikan,Omtrek tekstballon,Kontur av snakkeboble,Kontur dymka cytatu,Contorno do Balão de Citação,Contorno de balão de citação,Contur balon de citat,Контур облачка с цитатой,Obrys bubliny citácie,Rund pratbubbla – kontur,เค้าโครงฟองคำพูดอ้างอิง,Konuşma Balonu Konturu,Булька цитати (контур),Đường viền bong bóng trích dẫn,引文气泡（轮廓）,引文對話框外框,引言泡泡外框
59797,علامة سلام,Símbol de la pau,Značka míru,Fredstegn,Peace-Symbol,Σύμβολο ειρήνης,Peace Sign,Peace Sign,Peace Sign,Símbolo de paz,Señal de paz,Rauhanmerkki,Signe de paix,Signe de paix,סמל השלום,शांति का चिह्न,Znak mira,Béke jel,Tanda Damai,Simbolo della pace,ピースサイン,평화 기호,Tanda Keamanan,Vredessymbool,Fredstegn,Znak pokoju,Símbolo da Paz,Símbolo da paz,Simbol pentru pace,Знак мира,Znak mieru,Fredstecken,เครื่องหมายสันติภาพ,Barış İşareti,Символ миру,Ký hiệu hòa bình,和平符号,和平符號,和平符號
59856,ثلاث دوائر متراكبة,Tres cercles superposats,Tři překrývající se kroužky,Tre overlappende cirkler,Drei überlappende Kreise,Τρεις επικαλυπτόμενοι κύκλοι,Three Overlapping Circles,Three Overlapping Circles,Three Overlapping Circles,Tres círculos superpuestos,Tres círculos sobrepuestos,Kolme päällekkäistä ympyrää,Trois cercles superposés,Trois cercles superposés,שלושה עיגולים חופפים,तीन ओवरलैपिंग वृत्त,Tri kruga koja se preklapaju,"Három kör, amelyek fedik egymást",Tiga Lingkaran Tumpang Tindih,Tre cerchi sovrapposti,重なった3つの円,세 개의 겹쳐진 원,Tiga Bulatan Bertindih,Drie overlappende cirkels,Tre overlappende sirkler,Trzy nakładające się okręgi,Três Círculos Sobrepostos,Três círculos sobrepostos,Trei cercuri suprapuse,Три перекрывающихся круга,Tri prekrývajúce sa kruhy,Tre överlappande cirklar,วงกลมที่ซ้อนกันสามวง,Kesişen Üç Daire,"Три кола, що перетинаються",Ba vòng tròn chồng chéo,重叠的三个圆形,三個重疊的圓圈,三個重疊的圓圈
59853,رمز نص,Símbol de text,Symbol textu,Tekstsymbol,Textsymbol,Σύμβολο κειμένου,Text Symbol,Text Symbol,Text Symbol,Icono de texto,Símbolo de texto,Tekstisymboli,Symbole de texte,Symbole de texte,סמל מלל,टेक्स्ट चिह्न,Simbol za tekst,Szöveg szimbólum,Simbol Teks,Simbolo di inserimento testuale,テキスト記号,텍스트 기호,Simbol Teks,Tekstsymbool,Tekstsymbol,Symbol tekstu,Símbolo de Texto,Símbolo de texto,Simbol pentru text,Знак ввода текста,Symbol textu,Textsymbol,สัญลักษณ์ข้อความ,Metin Sembolü,Символ тексту,Biểu tượng văn bản,文本符号,文字符號,文字符號
61588,مربع النص,Quadre de text,Textový rámeček,Tekstfelt,Textfeld,Πλαίσιο κειμένου,Text Box,Text Box,Text Box,Cuadro de texto,Cuadro de texto,Tekstilaatikko,Zone de texte,Zone de texte,תיבת מלל,टेक्स्ट बॉक्स,Tekstualni okvir,Szövegmező,Kotak Teks,Casella di testo,テキストボックス,텍스트 상자,Kotak Teks,Tekstvak,Tekstrute,Pole tekstowe,Caixa de Texto,Caixa de texto,Casetă de text,Текстовый блок,Textové pole,Textruta,กล่องข้อความ,Metin Kutusu,Текстове поле,Hộp Văn bản,文本框,文字框,文字框
59459,خدمة سحابية,Servei de núvol,Cloudová služba,Skytjeneste,Cloud-Dienst,Υπηρεσία cloud,Cloud Service,Cloud Service,Cloud Service,Servicio en la nube,Servicio en la nube,Pilvipalvelu,Service dans le cloud,Service dans le nuage,שירות ענן,क्लाउड सर्विस,Usluga u oblaku,Felhőszolgáltatás,Layanan Awan,Servizio cloud,クラウドサービス,클라우드 서비스,Perkhidmatan Awan,Cloudservice,Skytjeneste,Usługa w chmurze,Serviço de Nuvem,Serviço de nuvem,Serviciu cloud,Облачная служба,Klaudová služba,Molntjänst,บริการคลาวด์,Bulut Servisi,Хмарна служба,Dịch vụ đám mây,云服务,雲端服務,雲端服務
59461,قرص دواء,Píndola,Pilulka,Pille,Pille,Χάπι,Pill,Pill,Pill,Píldora,Píldora,Pilleri,Comprimé,Pilule,גלולה,गोली,Pilula,Pirula,Pil,Pillola,薬,알약,Pil,Pil,Pille,Tabletka,Pílula,Comprimido,Pastilă,Пилюля,Tabletka,Piller,ยาเม็ด,Hap,Пігулка,Viên thuốc,药丸,藥丸,藥丸
59732,موجز,Canal,Kanál,Feed,Feed,Τροφοδοσία,Feed,Feed,Feed,Canal,Canal,Syöte,Flux,Flux,‏Feed,फ़ीड,Izvor,Csatorna,Umpan,Feed,配信,피드,Suapan,Feed,Strøm,Transmisja,Feed,Feed,Flux,Лента новостей,Kanál,Flöde,ป้อนอาหาร,Kaynak,Канал,Nguồn nạp,提要,Feed,Feed
59867,‏Wi-Fi,Wi‑Fi,Wi‑Fi,Wi-Fi,WLAN,Wi-Fi,Wi-Fi,Wi-Fi,Wi-Fi,Wi-Fi,Wi-Fi,Wi-Fi,Wi-Fi,Wi‑Fi,רשת אלחוטית,वाई-फ़ाई,Wi‑Fi,Wi-Fi,Wi-Fi,Wi-Fi,Wi-Fi,Wi‑Fi,Wi-Fi,Wifi,Wi-Fi,Wi-Fi,Wi-Fi,Wi‑Fi,Wi‑Fi,Wi‑Fi,Wi‑Fi,Wi-Fi,Wi‑Fi,Wi-Fi,Wi-Fi,Wi-Fi,Wi-Fi,Wi-Fi,Wi-Fi
